id,minutes,position,GW,avg_points_5,points,avg_influence_5,avg_creativity_5,bps,goals_scored_5,assists_5
16,37.4,3,6,2.0,2,11.6,15.819999999999999,8.2,1,0
16,33.2,3,7,1.8,8,10.08,14.819999999999999,8.8,1,0
16,40.8,3,8,2.2,7,9.76,13.459999999999999,7.8,1,0
16,58.8,3,9,3.6,3,15.52,29.52,13.4,1,0
16,71.8,3,10,4.2,3,15.959999999999999,29.9,15.0,1,0
16,80.8,3,11,4.6,12,17.32,28.3,14.2,1,0
16,85.0,3,12,6.6,4,26.360000000000003,33.36,20.2,2,0
16,85.0,3,13,5.8,5,22.080000000000002,34.1,19.0,1,0
16,85.0,3,14,5.4,6,20.72,21.360000000000003,17.6,1,1
16,77.8,3,15,6.0,4,27.880000000000003,21.34,20.4,2,1
16,75.4,3,16,6.2,11,27.919999999999998,25.74,23.4,2,2
16,75.4,3,17,6.0,3,22.32,30.3,25.8,1,4
16,75.4,3,18,5.8,7,22.04,28.82,26.0,1,4
16,75.4,3,19,6.2,6,24.880000000000003,35.96,27.8,1,4
16,86.0,3,20,6.2,4,17.28,38.2,25.4,0,5
16,75.0,3,21,6.2,3,18.96,36.14,25.6,0,5
16,72.4,3,22,4.6,1,15.6,24.999999999999996,16.4,0,3
16,61.0,3,23,4.2,2,16.16,30.779999999999994,15.4,0,3
16,61.0,3,24,3.2,0,12.64,29.419999999999998,13.2,0,2
16,44.6,3,25,2.0,0,12.64,26.82,11.2,0,1
16,40.0,3,26,1.2,1,8.440000000000001,19.619999999999997,7.4,0,0
16,28.6,3,27,0.8,12,7.520000000000001,18.919999999999998,6.6,0,0
16,36.4,3,28,3.0,5,14.080000000000002,13.339999999999998,11.6,1,0
16,36.4,3,29,3.6,2,14.0,10.5,11.4,1,1
16,54.4,3,30,4.0,9,14.84,13.38,13.2,1,1
16,72.4,3,31,5.8,3,21.64,13.6,18.2,2,1
16,86.4,3,32,6.2,0,23.48,19.5,20.2,2,1
16,72.0,3,33,3.8,0,13.16,15.320000000000002,12.8,1,1
16,54.0,3,34,2.8,1,9.52,9.059999999999999,9.2,1,0
16,37.8,3,35,2.6,11,9.120000000000001,8.260000000000002,7.8,1,0
16,28.8,3,36,3.0,2,13.360000000000003,17.9,12.0,1,1
16,26.6,3,37,2.8,10,12.760000000000002,20.6,9.2,1,1
16,44.6,3,38,4.8,0,17.64,24.34,14.6,1,2
17,32.8,3,6,1.6,4,4.16,6.42,5.4,0,0
17,16.4,3,7,1.4,1,4.4,5.64,5.4,0,1
17,14.8,3,8,1.4,0,4.72,8.059999999999999,5.2,0,1
17,10.8,3,9,1.2,0,4.4399999999999995,7.619999999999999,4.6,0,1
17,7.4,3,10,1.0,0,4.4399999999999995,6.58,4.0,0,1
17,7.4,3,11,1.0,0,4.4399999999999995,6.58,4.0,0,1
17,5.8,3,12,0.2,0,0.64,3.3,0.8,0,0
17,0.0,3,13,0.0,1,0.0,0.0,0.0,0,0
17,6.6,3,14,0.2,3,0.27999999999999997,0.5599999999999999,0.6,0,0
17,24.6,3,15,0.8,2,3.88,10.559999999999999,3.6,0,0
17,42.6,3,16,1.2,1,9.040000000000001,17.8,7.8,0,0
17,49.2,3,17,1.4,3,9.040000000000001,20.98,8.2,0,0
17,66.6,3,18,2.0,10,11.440000000000001,32.339999999999996,10.6,0,0
17,78.0,3,19,3.8,5,22.04,44.64,17.4,1,0
17,78.0,3,20,4.2,7,24.999999999999996,43.72,20.2,1,1
17,75.8,3,21,5.2,3,24.8,41.519999999999996,21.2,1,2
17,84.6,3,22,5.6,1,25.639999999999997,41.279999999999994,23.2,1,2
17,78.4,3,23,5.2,4,24.159999999999997,32.35999999999999,21.6,1,2
17,71.8,3,24,4.0,4,13.279999999999998,20.619999999999997,16.0,0,3
17,59.6,3,25,3.8,0,10.72,16.779999999999998,13.4,0,3
17,43.8,3,26,2.4,1,5.76,11.74,8.2,0,2
17,37.4,3,27,2.0,0,5.12,9.52,6.4,0,2
17,26.2,3,28,1.8,4,4.2,7.08,5.6,0,2
17,17.4,3,29,1.8,0,7.720000000000001,8.120000000000001,7.0,0,2
17,11.6,3,30,1.0,0,3.72,2.88,3.8,0,1
17,11.6,3,31,1.0,0,3.72,2.88,3.8,0,1
17,2.6,3,32,0.8,0,3.5200000000000005,2.16,3.2,0,1
17,2.6,3,33,0.8,2,3.5200000000000005,2.16,3.2,0,1
17,18.0,3,34,0.4,3,1.64,10.559999999999999,2.6,0,0
17,36.0,3,35,1.0,0,5.4799999999999995,19.28,6.4,0,0
17,36.0,3,36,1.0,4,5.4799999999999995,19.28,6.4,0,0
17,40.6,3,37,1.8,3,9.08,22.2,8.8,0,1
17,58.6,3,38,2.4,0,10.44,25.939999999999998,10.8,0,1
18,60.8,3,6,2.0,0,6.04,22.34,7.8,0,0
18,54.8,3,7,1.8,0,5.720000000000001,20.2,7.4,0,0
18,42.2,3,8,1.2,0,4.6,14.819999999999999,5.4,0,0
18,24.6,3,9,0.8,0,4.6,14.5,4.4,0,0
18,9.0,3,10,0.2,0,0.08,0.33999999999999997,-0.4,0,0
18,0.0,3,11,0.0,0,0.0,0.0,0.0,0,0
18,0.0,3,12,0.0,1,0.0,0.0,0.0,0,0
18,2.4,3,13,0.2,1,0.48,0.08,0.8,0,0
18,9.0,3,14,0.4,3,0.48,0.5,1.2,0,0
18,21.0,3,15,1.0,1,2.48,1.24,2.4,0,0
18,23.2,3,16,1.2,0,2.48,1.3,3.0,0,0
18,23.2,3,17,1.2,0,2.48,1.3,3.0,0,0
18,20.8,3,18,1.0,0,2.0,1.2200000000000002,2.2,0,0
18,14.2,3,19,0.8,1,2.0,0.8,1.8,0,0
18,3.6,3,20,0.4,2,0.8,2.8600000000000003,2.2,0,0
18,14.6,3,21,0.6,1,2.84,5.32,3.2,0,0
18,17.0,3,22,0.8,1,3.2399999999999998,8.22,4.4,0,0
18,28.2,3,23,1.0,1,6.08,14.4,6.2,0,0
18,31.2,3,24,1.2,14,6.319999999999999,14.6,6.6,0,0
18,41.8,3,25,3.8,1,17.4,18.740000000000002,13.6,1,1
18,40.4,3,26,3.6,11,16.119999999999997,16.54,12.6,1,1
18,51.8,3,27,5.6,2,24.119999999999997,15.059999999999997,17.8,2,1
18,53.4,3,28,5.8,1,21.8,10.360000000000001,17.0,2,1
18,50.6,3,29,5.8,0,21.599999999999998,10.22,17.4,2,1
18,38.6,3,30,3.0,0,9.72,3.2800000000000002,8.8,1,0
18,26.8,3,31,2.8,3,8.96,2.96,8.2,1,0
18,25.0,3,32,1.2,1,2.6,6.34,4.2,0,0
18,22.8,3,33,1.0,1,2.76,6.040000000000001,4.0,0,0
18,31.6,3,34,1.0,3,3.96,6.92,4.2,0,0
18,47.6,3,35,1.6,1,4.92,9.780000000000001,5.2,0,0
18,56.6,3,36,1.8,1,5.040000000000001,12.88,6.0,0,0
18,46.6,3,37,1.4,0,3.44,8.24,4.4,0,0
18,36.0,3,38,1.2,11,2.7600000000000002,7.06,3.6,0,0
19,30.0,3,6,2.4,1,8.52,3.06,8.6,1,0
19,22.2,3,7,2.4,1,7.720000000000001,1.1,8.0,1,0
19,24.4,3,8,2.6,1,8.120000000000001,3.9,8.6,1,0
19,12.4,3,9,2.2,1,8.48,3.9200000000000004,7.4,1,0
19,14.8,3,10,2.2,0,8.280000000000001,3.12,7.0,1,0
19,12.8,3,11,0.8,0,1.6800000000000002,3.06,2.6,0,0
19,8.8,3,12,0.6,0,1.24,2.96,1.6,0,0
19,6.6,3,13,0.4,1,0.8400000000000001,0.16,1.0,0,0
19,16.0,3,14,0.4,3,0.64,0.32,1.0,0,0
19,23.2,3,15,0.8,1,1.4,3.0200000000000005,1.4,0,0
19,24.0,3,16,1.0,1,1.4,3.04,1.8,0,0
19,35.2,3,17,1.2,0,1.4,3.5200000000000005,1.6,0,0
19,37.2,3,18,1.2,1,1.4,3.66,1.4,0,0
19,27.6,3,19,1.2,0,1.6800000000000002,5.5600000000000005,1.0,0,0
19,15.6,3,20,0.6,5,0.72,2.8,0.2,0,0
19,28.0,3,21,1.4,0,1.6,3.9200000000000004,3.6,0,1
19,22.0,3,22,1.2,1,2.44,3.56,4.4,0,1
19,29.0,3,23,1.4,0,4.12,4.5,5.2,0,1
19,27.4,3,24,1.2,4,3.4,2.34,5.0,0,1
19,33.2,3,25,2.0,4,8.040000000000001,5.18,8.8,0,2
19,26.0,3,26,1.8,1,12.4,6.74,9.0,0,2
19,22.6,3,27,2.0,2,12.6,6.62,9.0,0,2
19,31.6,3,28,2.2,1,13.680000000000001,11.3,9.8,0,2
19,34.4,3,29,2.4,1,13.720000000000002,11.42,10.4,0,2
19,35.4,3,30,1.8,1,9.080000000000002,8.58,7.2,0,1
19,41.2,3,31,1.2,4,3.84,5.94,3.2,0,0
19,45.2,3,32,1.8,1,6.8,8.84,5.6,0,1
19,37.8,3,33,1.6,1,4.279999999999999,5.24,4.8,0,1
19,44.0,3,34,1.6,0,4.68,6.0,4.4,0,1
19,44.6,3,35,1.4,0,5.68,8.459999999999999,4.0,0,1
19,32.8,3,36,1.2,0,5.68,8.4,4.0,0,1
19,27.0,3,37,0.4,1,1.6800000000000002,5.5,1.0,0,0
19,16.6,3,38,0.4,7,1.44,3.3400000000000007,1.0,0,0
20,26.2,3,6,1.4,2,6.040000000000001,7.26,5.8,0,1
20,43.6,3,7,1.8,3,6.5200000000000005,10.66,6.8,0,1
20,51.0,3,8,2.2,10,7.6,12.059999999999999,9.2,0,1
20,67.0,3,9,4.2,3,14.24,15.7,14.8,1,1
20,82.8,3,10,4.0,6,11.76,15.14,13.2,1,0
20,84.2,3,11,4.8,9,16.28,20.080000000000002,15.2,1,1
20,84.8,3,12,6.2,12,22.880000000000003,20.740000000000002,20.6,2,1
20,85.4,3,13,8.0,0,32.36,20.2,25.2,3,2
20,69.4,3,14,6.0,0,25.720000000000006,16.56,19.6,2,2
20,51.4,3,15,5.4,6,24.759999999999998,15.02,18.8,2,2
20,41.4,3,16,5.4,1,26.119999999999997,9.34,18.8,3,1
20,30.0,3,17,3.8,3,20.96,12.920000000000002,14.2,2,1
20,30.4,3,18,2.0,2,9.72,9.760000000000002,7.6,1,0
20,46.6,3,19,2.4,13,11.32,19.060000000000002,9.8,1,0
20,64.6,3,20,5.0,1,23.76,27.560000000000002,17.8,2,1
20,61.2,3,21,4.0,2,18.040000000000003,27.54,13.6,1,1
20,67.2,3,22,4.2,1,16.6,20.240000000000002,13.2,1,1
20,60.4,3,23,3.8,2,16.6,18.66,12.8,1,1
20,59.0,3,24,3.8,3,15.040000000000003,11.860000000000001,12.4,1,1
20,57.0,3,25,1.8,6,4.8,6.459999999999999,7.0,0,0
20,70.0,3,26,2.8,2,10.08,16.3,11.2,0,1
20,73.4,3,27,2.8,1,11.559999999999999,20.200000000000003,12.6,0,1
20,68.4,3,28,2.8,2,11.4,19.84,12.0,0,1
20,68.6,3,29,2.8,1,12.879999999999999,19.5,12.2,0,1
20,63.6,3,30,2.4,1,10.76,16.46,10.4,0,1
20,52.0,3,31,1.4,0,4.92,9.479999999999999,5.6,0,0
20,36.0,3,32,1.0,1,2.96,5.24,2.8,0,0
20,39.2,3,33,1.0,1,4.32,7.980000000000001,3.4,0,0
20,27.4,3,34,0.8,0,4.64,8.72,3.4,0,0
20,16.4,3,35,0.6,7,4.56,8.66,2.6,0,0
20,28.4,3,36,1.8,8,9.64,12.959999999999999,11.0,0,1
20,46.4,3,37,3.4,3,17.160000000000004,16.24,16.4,1,1
20,57.2,3,38,3.8,0,15.720000000000002,16.299999999999997,18.0,1,1
21,74.8,3,6,4.0,9,12.64,22.46,15.2,0,2
21,76.4,3,7,4.6,11,21.639999999999997,32.94,19.0,0,2
21,74.0,3,8,5.6,3,25.72,31.02,22.8,1,1
21,74.0,3,9,5.4,7,26.2,30.380000000000003,22.2,1,1
21,85.8,3,10,6.6,13,29.759999999999998,38.279999999999994,27.4,1,2
21,85.8,3,11,8.6,2,37.64,36.58,32.4,2,2
21,85.8,3,12,7.2,6,32.52,30.4,29.0,2,1
21,88.2,3,13,6.2,4,30.8,30.479999999999997,25.4,1,2
21,88.2,3,14,6.4,3,33.28,30.439999999999998,26.6,1,2
21,88.4,3,15,5.6,6,32.12,30.439999999999998,25.0,1,1
21,88.4,3,16,4.2,2,27.8,32.279999999999994,21.6,0,1
21,88.4,3,17,4.2,11,25.240000000000002,33.0,20.8,0,1
21,88.4,3,18,5.2,5,22.64,30.8,21.8,0,1
21,88.4,3,19,5.4,0,19.720000000000002,31.580000000000002,23.0,0,2
21,72.0,3,20,4.8,17,16.64,23.419999999999998,19.2,0,2
21,72.0,3,21,7.0,3,25.560000000000002,19.060000000000002,24.8,2,2
21,72.0,3,22,7.2,3,27.359999999999996,19.54,26.4,2,2
21,72.0,3,23,5.6,1,30.360000000000003,23.740000000000002,25.0,2,1
21,72.0,3,24,4.8,3,31.360000000000003,30.0,24.2,2,0
21,90.0,3,25,5.4,5,35.160000000000004,38.88,28.2,2,0
21,90.0,3,26,3.0,5,22.2,42.94,19.8,0,0
21,90.0,3,27,3.4,9,23.160000000000004,46.339999999999996,20.4,0,0
21,90.0,3,28,4.6,4,22.04,40.14000000000001,21.6,0,1
21,90.0,3,29,5.2,5,19.64,30.7,20.2,0,1
21,87.0,3,30,5.6,3,16.2,22.06,21.2,0,2
21,87.0,3,31,5.2,3,18.08,20.22,21.8,0,2
21,87.0,3,32,4.8,4,16.8,19.8,20.6,0,2
21,87.0,3,33,3.8,2,14.2,23.7,19.6,0,1
21,87.0,3,34,3.4,2,15.2,26.8,20.0,0,1
21,90.0,3,35,2.8,5,15.680000000000001,27.520000000000003,16.0,0,0
21,84.6,3,36,3.2,3,13.12,23.5,15.0,0,0
21,84.6,3,37,3.2,5,13.280000000000001,21.939999999999998,15.2,0,0
21,84.6,3,38,3.4,0,14.12,15.34,13.8,0,0
22,42.2,3,6,1.6,6,5.680000000000001,7.980000000000001,5.8,0,0
22,44.8,3,7,2.6,1,12.48,8.000000000000002,10.0,1,0
22,47.0,3,8,2.8,1,12.48,8.740000000000002,10.0,1,0
22,38.8,3,9,2.4,1,12.52,8.500000000000002,9.8,1,0
22,22.4,3,10,2.0,1,10.68,4.500000000000001,7.6,1,0
22,22.4,3,11,2.0,5,9.440000000000001,3.6,7.2,1,0
22,36.4,3,12,1.8,5,6.959999999999999,6.9,5.6,0,1
22,51.6,3,13,2.6,9,11.84,9.320000000000002,10.4,0,2
22,64.0,3,14,4.2,13,17.6,9.559999999999999,15.0,1,2
22,80.4,3,15,6.6,1,30.160000000000004,14.66,22.6,2,3
22,80.4,3,16,6.6,1,30.439999999999998,12.42,22.6,2,3
22,68.8,3,17,5.8,1,27.040000000000003,9.8,20.6,2,2
22,51.8,3,18,5.0,2,22.16,6.660000000000001,16.2,2,1
22,51.8,3,19,3.6,2,16.919999999999998,9.180000000000001,13.0,1,1
22,48.2,3,20,1.4,1,6.5200000000000005,11.0,5.8,0,0
22,41.2,3,21,1.4,0,6.88,10.82,6.2,0,0
22,34.8,3,22,1.2,1,5.720000000000001,10.120000000000001,5.2,0,0
22,41.0,3,23,1.2,7,6.4,12.42,5.4,0,0
22,29.4,3,24,2.2,0,12.559999999999999,9.7,8.2,1,0
22,15.0,3,25,1.8,0,9.6,2.7199999999999998,7.0,1,0
22,13.0,3,26,1.6,0,8.44,2.58,5.8,1,0
22,13.0,3,27,1.6,0,8.44,2.58,5.8,1,0
22,6.4,3,28,1.4,0,7.76,0.26,5.2,1,0
22,0.0,3,29,0.0,0,0.0,0.0,0.0,0,0
22,0.0,3,30,0.0,0,0.0,0.0,0.0,0,0
22,0.0,3,31,0.0,0,0.0,0.0,0.0,0,0
22,0.0,3,32,0.0,0,0.0,0.0,0.0,0,0
22,0.0,3,33,0.0,0,0.0,0.0,0.0,0,0
22,0.0,3,34,0.0,0,0.0,0.0,0.0,0,0
22,0.0,3,35,0.0,0,0.0,0.0,0.0,0,0
22,0.0,3,36,0.0,0,0.0,0.0,0.0,0,0
22,0.0,3,37,0.0,0,0.0,0.0,0.0,0,0
22,0.0,3,38,0.0,1,0.0,0.0,0.0,0,0
23,0.0,3,6,0.0,0,0.0,0.0,0.0,0,0
23,0.0,3,7,0.0,0,0.0,0.0,0.0,0,0
23,0.0,3,8,0.0,0,0.0,0.0,0.0,0,0
23,0.0,3,9,0.0,0,0.0,0.0,0.0,0,0
23,0.0,3,10,0.0,0,0.0,0.0,0.0,0,0
23,0.0,3,11,0.0,0,0.0,0.0,0.0,0,0
23,0.0,3,12,0.0,0,0.0,0.0,0.0,0,0
23,0.0,3,13,0.0,0,0.0,0.0,0.0,0,0
23,0.0,3,14,0.0,0,0.0,0.0,0.0,0,0
23,0.0,3,15,0.0,0,0.0,0.0,0.0,0,0
23,0.0,3,16,0.0,0,0.0,0.0,0.0,0,0
23,0.0,3,17,0.0,0,0.0,0.0,0.0,0,0
23,0.0,3,18,0.0,0,0.0,0.0,0.0,0,0
23,0.0,3,19,0.0,0,0.0,0.0,0.0,0,0
23,0.0,3,20,0.0,0,0.0,0.0,0.0,0,0
23,0.0,3,21,0.0,0,0.0,0.0,0.0,0,0
23,0.0,3,22,0.0,0,0.0,0.0,0.0,0,0
23,0.0,3,23,0.0,0,0.0,0.0,0.0,0,0
23,0.0,3,24,0.0,0,0.0,0.0,0.0,0,0
23,0.0,3,25,0.0,0,0.0,0.0,0.0,0,0
23,0.0,3,26,0.0,0,0.0,0.0,0.0,0,0
23,0.0,3,27,0.0,0,0.0,0.0,0.0,0,0
23,0.0,3,28,0.0,0,0.0,0.0,0.0,0,0
23,0.0,3,29,0.0,0,0.0,0.0,0.0,0,0
23,0.0,3,30,0.0,0,0.0,0.0,0.0,0,0
23,0.0,3,31,0.0,0,0.0,0.0,0.0,0,0
23,0.0,3,32,0.0,0,0.0,0.0,0.0,0,0
23,0.0,3,33,0.0,0,0.0,0.0,0.0,0,0
23,0.0,3,34,0.0,0,0.0,0.0,0.0,0,0
23,0.0,3,35,0.0,0,0.0,0.0,0.0,0,0
23,0.0,3,36,0.0,0,0.0,0.0,0.0,0,0
23,0.0,3,37,0.0,0,0.0,0.0,0.0,0,0
23,0.0,3,38,0.0,0,0.0,0.0,0.0,0,0
24,0.0,3,6,0.0,0,0.0,0.0,0.0,0,0
24,0.0,3,7,0.0,0,0.0,0.0,0.0,0,0
24,0.0,3,8,0.0,1,0.0,0.0,0.0,0,0
24,0.2,3,9,0.2,0,0.2,0.0,0.6,0,0
24,0.2,3,10,0.2,1,0.2,0.0,0.6,0,0
24,2.8,3,11,0.4,0,1.28,0.02,1.4,0,0
24,2.8,3,12,0.4,0,1.28,0.02,1.4,0,0
24,2.8,3,13,0.4,0,1.28,0.02,1.4,0,0
24,2.6,3,14,0.2,0,1.08,0.02,0.8,0,0
24,2.6,3,15,0.2,0,1.08,0.02,0.8,0,0
24,0.0,3,16,0.0,0,0.0,0.0,0.0,0,0
24,0.0,3,17,0.0,0,0.0,0.0,0.0,0,0
24,0.0,3,18,0.0,0,0.0,0.0,0.0,0,0
24,0.0,3,19,0.0,1,0.0,0.0,0.0,0,0
24,3.4,3,20,0.2,0,1.64,0.06,0.8,0,0
24,3.4,3,21,0.2,0,1.64,0.06,0.8,0,0
24,3.4,3,22,0.2,0,1.64,0.06,0.8,0,0
24,3.4,3,23,0.2,0,1.64,0.06,0.8,0,0
24,3.4,3,24,0.2,0,1.64,0.06,0.8,0,0
24,0.0,3,25,0.0,1,0.0,0.0,0.0,0,0
24,0.2,3,26,0.2,0,0.2,0.0,0.6,0,0
24,0.2,3,27,0.2,0,0.2,0.0,0.6,0,0
24,0.2,3,28,0.2,0,0.2,0.0,0.6,0,0
24,0.2,3,29,0.2,1,0.2,0.0,0.6,0,0
24,3.0,3,30,0.4,1,0.2,0.0,1.0,0,0
24,4.8,3,31,0.4,0,0.04,0.0,1.0,0,0
24,4.8,3,32,0.4,0,0.04,0.0,1.0,0,0
24,4.8,3,33,0.4,0,0.04,0.0,1.0,0,0
24,4.8,3,34,0.4,0,0.04,0.0,1.0,0,0
24,2.0,3,35,0.2,0,0.04,0.0,0.6,0,0
24,0.0,3,36,0.0,0,0.0,0.0,0.0,0,0
24,0.0,3,37,0.0,0,0.0,0.0,0.0,0,0
24,0.0,3,38,0.0,1,0.0,0.0,0.0,0,0
25,26.0,3,6,1.0,0,1.64,4.18,2.8,0,0
25,26.0,3,7,1.0,1,1.64,4.18,2.8,0,0
25,18.6,3,8,1.0,0,0.52,4.04,2.4,0,0
25,18.6,3,9,1.0,0,0.52,4.04,2.4,0,0
25,4.2,3,10,0.4,1,0.04,0.3,0.8,0,0
25,6.6,3,11,0.4,0,0.04,0.3,0.6,0,0
25,6.6,3,12,0.4,1,0.04,0.3,0.6,0,0
25,4.0,3,13,0.4,0,0.08,0.1,1.0,0,0
25,4.0,3,14,0.4,0,0.08,0.1,1.0,0,0
25,4.0,3,15,0.4,0,0.08,0.1,1.0,0,0
25,0.4,3,16,0.2,0,0.04,0.02,0.6,0,0
25,0.4,3,17,0.2,0,0.04,0.02,0.6,0,0
25,0.0,3,18,0.0,0,0.0,0.0,0.0,0,0
25,0.0,3,19,0.0,0,0.0,0.0,0.0,0,0
25,0.0,3,20,0.0,0,0.0,0.0,0.0,0,0
25,0.0,3,21,0.0,0,0.0,0.0,0.0,0,0
25,0.0,3,22,0.0,0,0.0,0.0,0.0,0,0
25,0.0,3,23,0.0,0,0.0,0.0,0.0,0,0
25,0.0,3,24,0.0,0,0.0,0.0,0.0,0,0
25,0.0,3,25,0.0,0,0.0,0.0,0.0,0,0
25,0.0,3,26,0.0,0,0.0,0.0,0.0,0,0
25,0.0,3,27,0.0,0,0.0,0.0,0.0,0,0
25,0.0,3,28,0.0,0,0.0,0.0,0.0,0,0
25,0.0,3,29,0.0,0,0.0,0.0,0.0,0,0
25,0.0,3,30,0.0,0,0.0,0.0,0.0,0,0
25,0.0,3,31,0.0,0,0.0,0.0,0.0,0,0
25,0.0,3,32,0.0,0,0.0,0.0,0.0,0,0
25,0.0,3,33,0.0,0,0.0,0.0,0.0,0,0
25,0.0,3,34,0.0,0,0.0,0.0,0.0,0,0
25,0.0,3,35,0.0,0,0.0,0.0,0.0,0,0
25,0.0,3,36,0.0,0,0.0,0.0,0.0,0,0
25,0.0,3,37,0.0,0,0.0,0.0,0.0,0,0
25,0.0,3,38,0.0,0,0.0,0.0,0.0,0,0
26,90.0,3,6,5.4,2,20.199999999999996,8.98,19.2,2,0
26,88.2,3,7,4.8,3,20.559999999999995,14.98,21.0,2,0
26,82.2,3,8,4.8,3,23.8,17.28,22.6,2,0
26,82.2,3,9,5.2,5,25.759999999999998,19.880000000000003,24.2,2,0
26,82.2,3,10,3.0,3,15.680000000000001,20.08,16.8,0,0
26,79.4,3,11,3.2,5,15.48,19.24,16.2,0,0
26,81.2,3,12,3.8,2,19.160000000000004,18.419999999999998,16.8,0,1
26,87.2,3,13,3.6,0,16.4,18.080000000000002,15.2,0,1
26,80.4,3,14,3.0,3,14.6,17.240000000000002,13.0,0,1
26,80.4,3,15,2.6,2,12.680000000000003,14.959999999999999,13.6,0,1
26,83.2,3,16,2.4,1,13.8,12.559999999999999,14.4,0,1
26,76.6,3,17,1.6,3,7.639999999999999,10.379999999999999,10.2,0,0
26,76.6,3,18,1.8,2,7.640000000000001,8.52,10.4,0,0
26,83.4,3,19,2.2,8,12.959999999999999,9.62,14.2,0,0
26,83.4,3,20,3.2,3,20.28,13.780000000000001,18.0,1,0
26,83.4,3,21,3.4,5,21.919999999999998,16.7,19.0,1,0
26,90.0,3,22,4.2,3,24.400000000000002,14.079999999999998,21.0,1,0
26,87.6,3,23,4.2,1,25.2,12.9,21.0,1,0
26,81.0,3,24,4.0,10,21.439999999999998,9.879999999999999,18.6,1,0
26,81.0,3,25,4.4,10,21.48,5.42,18.2,1,0
26,81.0,3,26,5.8,2,25.48,3.0799999999999996,22.2,2,0
26,81.0,3,27,5.2,4,24.04,3.14,21.6,2,0
26,83.4,3,28,5.4,2,24.56,4.24,22.4,2,0
26,90.0,3,29,5.6,2,24.8,4.72,23.6,2,0
26,90.0,3,30,4.0,3,15.720000000000002,4.26,18.8,1,0
26,87.8,3,31,2.6,3,9.440000000000001,3.2600000000000002,12.4,0,0
26,84.4,3,32,2.8,2,8.92,5.8,12.4,0,0
26,81.4,3,33,2.4,4,7.959999999999999,5.38,11.8,0,0
26,80.0,3,34,2.8,5,8.48,4.6000000000000005,11.4,0,0
26,78.0,3,35,3.4,1,11.8,7.220000000000001,13.0,0,0
26,67.4,3,36,3.0,1,10.720000000000002,9.14,12.6,0,0
26,60.6,3,37,2.6,1,9.52,6.140000000000001,11.4,0,0
26,45.8,3,38,2.4,2,7.4,5.16,9.2,0,0
28,0.0,3,6,0.0,0,0.0,0.0,0.0,0,0
28,0.0,3,7,0.0,0,0.0,0.0,0.0,0,0
28,0.0,3,8,0.0,0,0.0,0.0,0.0,0,0
28,0.0,3,9,0.0,0,0.0,0.0,0.0,0,0
28,0.0,3,10,0.0,0,0.0,0.0,0.0,0,0
28,0.0,3,11,0.0,0,0.0,0.0,0.0,0,0
28,0.0,3,12,0.0,0,0.0,0.0,0.0,0,0
28,0.0,3,13,0.0,0,0.0,0.0,0.0,0,0
28,0.0,3,14,0.0,0,0.0,0.0,0.0,0,0
28,0.0,3,15,0.0,0,0.0,0.0,0.0,0,0
28,0.0,3,16,0.0,0,0.0,0.0,0.0,0,0
28,0.0,3,17,0.0,0,0.0,0.0,0.0,0,0
28,0.0,3,18,0.0,0,0.0,0.0,0.0,0,0
28,0.0,3,19,0.0,0,0.0,0.0,0.0,0,0
28,0.0,3,20,0.0,0,0.0,0.0,0.0,0,0
28,0.0,3,21,0.0,0,0.0,0.0,0.0,0,0
28,0.0,3,22,0.0,0,0.0,0.0,0.0,0,0
28,0.0,3,23,0.0,0,0.0,0.0,0.0,0,0
28,0.0,3,24,0.0,0,0.0,0.0,0.0,0,0
28,0.0,3,25,0.0,0,0.0,0.0,0.0,0,0
28,0.0,3,26,0.0,0,0.0,0.0,0.0,0,0
28,0.0,3,27,0.0,0,0.0,0.0,0.0,0,0
28,0.0,3,28,0.0,0,0.0,0.0,0.0,0,0
28,0.0,3,29,0.0,0,0.0,0.0,0.0,0,0
28,0.0,3,30,0.0,0,0.0,0.0,0.0,0,0
28,0.0,3,31,0.0,0,0.0,0.0,0.0,0,0
28,0.0,3,32,0.0,0,0.0,0.0,0.0,0,0
28,0.0,3,33,0.0,0,0.0,0.0,0.0,0,0
28,0.0,3,34,0.0,0,0.0,0.0,0.0,0,0
28,0.0,3,35,0.0,0,0.0,0.0,0.0,0,0
28,0.0,3,36,0.0,0,0.0,0.0,0.0,0,0
28,0.0,3,37,0.0,0,0.0,0.0,0.0,0,0
28,0.0,3,38,0.0,0,0.0,0.0,0.0,0,0
29,0.0,3,6,0.0,0,0.0,0.0,0.0,0,0
29,0.0,3,7,0.0,0,0.0,0.0,0.0,0,0
29,0.0,3,8,0.0,0,0.0,0.0,0.0,0,0
29,0.0,3,9,0.0,0,0.0,0.0,0.0,0,0
29,0.0,3,10,0.0,0,0.0,0.0,0.0,0,0
29,0.0,3,11,0.0,0,0.0,0.0,0.0,0,0
29,0.0,3,12,0.0,0,0.0,0.0,0.0,0,0
29,0.0,3,13,0.0,0,0.0,0.0,0.0,0,0
29,0.0,3,14,0.0,0,0.0,0.0,0.0,0,0
29,0.0,3,15,0.0,0,0.0,0.0,0.0,0,0
29,0.0,3,16,0.0,0,0.0,0.0,0.0,0,0
29,0.0,3,17,0.0,0,0.0,0.0,0.0,0,0
29,0.0,3,18,0.0,0,0.0,0.0,0.0,0,0
29,0.0,3,19,0.0,0,0.0,0.0,0.0,0,0
